"","PARTICIPANTID","variable","value","Type","Instrument","Mode1","Background","Gender","Mode"
"952","MKASRD0208191600","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Kalash","Male","MJ-MN"
"953","MKAMRJ0308191400","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Kalash","Male","MJ-MN"
"954","FKASHR0408191530","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Kalash","Female","MJ-MN"
"955","MKAFD2707191400","SCH MJ-MN","Major","Arpeg","Setar","MJ-MN","Kalash","Male","MJ-MN"
"956","MKHMHM1308191130","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"957","MKHABD1508191700","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"958","MKHMHD1808191600","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"959","MKHSHD0608191600","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"960","MKAHRV0308190930","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Kalash","Male","MJ-MN"
"961","MKASH2407191700","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Kalash","Male","MJ-MN"
"962","MKAHJZ3107191030","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Kalash","Male","MJ-MN"
"963","MKHTNV2008191100","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Khow","Male","MJ-MN"
"964","MKHSFL1008191600","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Khow","Male","MJ-MN"
"965","MKAIKB0208190900","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Kalash","Male","MJ-MN"
"966","MKHAHT0908191130","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Khow","Male","MJ-MN"
"967","MKHKMT1708191330","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","Khow","Male","MJ-MN"
"968","MKHMSF1808191730","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","Khow","Male","MJ-MN"
"969","MKATRQ0108191500","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","Kalash","Male","MJ-MN"
"970","MKARD2607191000","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","Kalash","Male","MJ-MN"
"971","MKAZRMT3107191600","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","Kalash","Male","MJ-MN"
"972","MKHIHS0908191430","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","Khow","Male","MJ-MN"
"973","FKAGL0308191700","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Kalash","Female","MJ-MN"
"974","MKAZUD0208191230","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Kalash","Male","MJ-MN"
"975","MKHHSN0808191330","SCH MJ-MN","Major","Chord","Setar","MJ-MN","Khow","Male","MJ-MN"
"976","MKHISL0808191645","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Khow","Male","MJ-MN"
"977","MKANS2607191200","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Kalash","Male","MJ-MN"
"978","MKAAKH2707191615","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","Kalash","Male","MJ-MN"
"979","MKASZD3007190930","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Kalash","Male","MJ-MN"
"980","MKHISQ0708191130","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"981","MKHZHR1008191230","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"982","MKHWL1108191030","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"983","MKHMHD0808191100","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Khow","Male","MJ-MN"
"984","MKARMD0408190945","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","Kalash","Male","MJ-MN"
"985","MKHNZR1908191345","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Khow","Male","MJ-MN"
"986","MKHISF1408191130","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Khow","Male","MJ-MN"
"987","MKHRFQ1308191515","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","Khow","Male","MJ-MN"
"988","UK629335_1","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","UK","Male","MJ-MN"
"989","UK337940_2","SCH MJ-MN","Major","Chord","Piano","MJ-MN","UK","Female","MJ-MN"
"990","UK395228_2","SCH MJ-MN","Major","Chord","Piano","MJ-MN","UK","Female","MJ-MN"
"991","UK523822_2","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"992","UK123046_2","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"993","UK499949_1","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","UK","Male","MJ-MN"
"994","UK464301_1","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Male","MJ-MN"
"995","UK361432_2","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"996","UK440729_2","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"997","UK386152_1","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Male","MJ-MN"
"998","UK468521_2","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Female","MJ-MN"
"999","UK490419_1","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Male","MJ-MN"
"1000","UK207435_2","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Female","MJ-MN"
"1001","UK130640_1","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Male","MJ-MN"
"1002","UK328998_2","SCH MJ-MN","Minor","Chord","Setar","MJ-MN","UK","Female","MJ-MN"
"1003","UK822095_1","SCH MJ-MN","Major","Arpeg","Setar","MJ-MN","UK","Male","MJ-MN"
"1004","UK797077_2","SCH MJ-MN","Major","Arpeg","Setar","MJ-MN","UK","Female","MJ-MN"
"1005","UK81875_2","SCH MJ-MN","Major","Arpeg","Setar","MJ-MN","UK","Female","MJ-MN"
"1006","UK647420_2","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","UK","Female","MJ-MN"
"1007","UK149852_2","SCH MJ-MN","Major","Arpeg","Setar","MJ-MN","UK","Female","MJ-MN"
"1008","UK716863_1","SCH MJ-MN","Minor","Arpeg","Setar","MJ-MN","UK","Male","MJ-MN"
"1009","UK338720_2","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","UK","Female","MJ-MN"
"1010","UK477753_2","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","UK","Female","MJ-MN"
"1011","UK734747_1","SCH MJ-MN","Major","Chord","Piano","MJ-MN","UK","Male","MJ-MN"
"1012","UK632976_1","SCH MJ-MN","Major","Chord","Piano","MJ-MN","UK","Male","MJ-MN"
"1013","UK559939_1","SCH MJ-MN","Minor","Chord","Piano","MJ-MN","UK","Male","MJ-MN"
"1014","UK787801_2","SCH MJ-MN","Major","Chord","Piano","MJ-MN","UK","Female","MJ-MN"
"1015","UK249638_2","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"1016","UK349080_1","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Male","MJ-MN"
"1017","UK774380_2","SCH MJ-MN","Major","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"1018","UK819618_1","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","UK","Male","MJ-MN"
"1019","UK40395_2","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"1020","UK192527_2","SCH MJ-MN","Minor","Arpeg","Piano","MJ-MN","UK","Female","MJ-MN"
"1021","UK668521_2","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Female","MJ-MN"
"1022","UK581636_2","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Female","MJ-MN"
"1023","UK812201_2","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Female","MJ-MN"
"1024","UK553917_1","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Male","MJ-MN"
"1025","UK328873_1","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Male","MJ-MN"
"1026","UK869688_1","SCH MJ-MN","Major","Chord","Setar","MJ-MN","UK","Male","MJ-MN"
"1027","UK31600_2","SCH MJ-MN","Major","Arpeg","Setar","MJ-MN","UK","Female","MJ-MN"
"1028","MKATLM2407191050","SCH MJ-AUG","Augm.","Arpeg","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1029","MKAJRD2507191630","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1030","MKAAR0108191730","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1031","MKASRD0208191600","SCH MJ-AUG","Augm.","Arpeg","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1032","MKAMRJ0308191400","SCH MJ-AUG","Augm.","Arpeg","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1033","FKASHR0408191530","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","Kalash","Female","MJ-AUG"
"1034","MKAFD2707191400","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1035","MKHMHM1308191130","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1036","MKHABD1508191700","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1037","MKHMHD1808191600","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1038","MKHSHD0608191600","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1039","MKAHRV0308190930","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1040","MKASH2407191700","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1041","MKAHJZ3107191030","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1042","MKHTNV2008191100","SCH MJ-AUG","Augm.","Arpeg","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1043","MKHSFL1008191600","SCH MJ-AUG","Augm.","Arpeg","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1044","MKAIKB0208190900","SCH MJ-AUG","Augm.","Arpeg","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1045","MKHAHT0908191130","SCH MJ-AUG","Augm.","Chord","Setar","MJ-AUG","Khow","Male","MJ-AUG"
"1046","MKHKMT1708191330","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","Khow","Male","MJ-AUG"
"1047","MKHMSF1808191730","SCH MJ-AUG","Augm.","Chord","Setar","MJ-AUG","Khow","Male","MJ-AUG"
"1048","MKATRQ0108191500","SCH MJ-AUG","Augm.","Chord","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1049","MKARD2607191000","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1050","MKAZRMT3107191600","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1051","MKHIHS0908191430","SCH MJ-AUG","Augm.","Arpeg","Setar","MJ-AUG","Khow","Male","MJ-AUG"
"1052","FKAGL0308191700","SCH MJ-AUG","Augm.","Arpeg","Setar","MJ-AUG","Kalash","Female","MJ-AUG"
"1053","MKAZUD0208191230","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1054","MKHHSN0808191330","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","Khow","Male","MJ-AUG"
"1055","MKHISL0808191645","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","Khow","Male","MJ-AUG"
"1056","MKANS2607191200","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","Kalash","Male","MJ-AUG"
"1057","MKAAKH2707191615","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1058","MKASZD3007190930","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1059","MKHISQ0708191130","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1060","MKHZHR1008191230","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1061","MKHWL1108191030","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1062","MKHMHD0808191100","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1063","MKARMD0408190945","SCH MJ-AUG","Augm.","Arpeg","Piano","MJ-AUG","Kalash","Male","MJ-AUG"
"1064","MKHNZR1908191345","SCH MJ-AUG","Augm.","Arpeg","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1065","MKHISF1408191130","SCH MJ-AUG","Augm.","Arpeg","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1066","MKHRFQ1308191515","SCH MJ-AUG","Augm.","Arpeg","Piano","MJ-AUG","Khow","Male","MJ-AUG"
"1067","UK629335_1","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Male","MJ-AUG"
"1068","UK337940_2","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1069","UK395228_2","SCH MJ-AUG","Augm.","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1070","UK523822_2","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1071","UK123046_2","SCH MJ-AUG","Augm.","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1072","UK499949_1","SCH MJ-AUG","Augm.","Chord","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1073","UK464301_1","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1074","UK361432_2","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1075","UK440729_2","SCH MJ-AUG","Augm.","Arpeg","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1076","UK386152_1","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1077","UK468521_2","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1078","UK490419_1","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1079","UK207435_2","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1080","UK130640_1","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1081","UK328998_2","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1082","UK822095_1","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","UK","Male","MJ-AUG"
"1083","UK797077_2","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1084","UK81875_2","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1085","UK647420_2","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1086","UK149852_2","SCH MJ-AUG","Augm.","Chord","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1087","UK716863_1","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Male","MJ-AUG"
"1088","UK338720_2","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1089","UK477753_2","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1090","UK734747_1","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Male","MJ-AUG"
"1091","UK632976_1","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Male","MJ-AUG"
"1092","UK559939_1","SCH MJ-AUG","Major","Arpeg","Piano","MJ-AUG","UK","Male","MJ-AUG"
"1093","UK787801_2","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1094","UK249638_2","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1095","UK349080_1","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1096","UK774380_2","SCH MJ-AUG","Augm.","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1097","UK819618_1","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1098","UK40395_2","SCH MJ-AUG","Major","Chord","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1099","UK192527_2","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1100","UK668521_2","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1101","UK581636_2","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1102","UK812201_2","SCH MJ-AUG","Augm.","Arpeg","Setar","MJ-AUG","UK","Female","MJ-AUG"
"1103","UK553917_1","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1104","UK328873_1","SCH MJ-AUG","Major","Arpeg","Setar","MJ-AUG","UK","Male","MJ-AUG"
"1105","UK869688_1","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","UK","Male","MJ-AUG"
"1106","UK31600_2","SCH MJ-AUG","Major","Chord","Piano","MJ-AUG","UK","Female","MJ-AUG"
"1107","MKATLM2407191050","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1108","MKAJRD2507191630","SCH MJ-CRM","Chrom.","Chord","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1109","MKAAR0108191730","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1110","MKASRD0208191600","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1111","MKAMRJ0308191400","SCH MJ-CRM","Chrom.","Arpeg","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1112","FKASHR0408191530","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","Kalash","Female","MJ-CRM"
"1113","MKAFD2707191400","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1114","MKHMHM1308191130","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1115","MKHABD1508191700","SCH MJ-CRM","Chrom.","Arpeg","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1116","MKHMHD1808191600","SCH MJ-CRM","Chrom.","Arpeg","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1117","MKHSHD0608191600","SCH MJ-CRM","Chrom.","Chord","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1118","MKAHRV0308190930","SCH MJ-CRM","Chrom.","Chord","Setar","MJ-CRM","Kalash","Male","MJ-CRM"
"1119","MKASH2407191700","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","Kalash","Male","MJ-CRM"
"1120","MKAHJZ3107191030","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","Kalash","Male","MJ-CRM"
"1121","MKHTNV2008191100","SCH MJ-CRM","Chrom.","Chord","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1122","MKHSFL1008191600","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1123","MKAIKB0208190900","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","Kalash","Male","MJ-CRM"
"1124","MKHAHT0908191130","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1125","MKHKMT1708191330","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1126","MKHMSF1808191730","SCH MJ-CRM","Chrom.","Arpeg","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1127","MKATRQ0108191500","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","Kalash","Male","MJ-CRM"
"1128","MKARD2607191000","SCH MJ-CRM","Chrom.","Arpeg","Setar","MJ-CRM","Kalash","Male","MJ-CRM"
"1129","MKAZRMT3107191600","SCH MJ-CRM","Chrom.","Chord","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1130","MKHIHS0908191430","SCH MJ-CRM","Chrom.","Chord","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1131","FKAGL0308191700","SCH MJ-CRM","Chrom.","Chord","Piano","MJ-CRM","Kalash","Female","MJ-CRM"
"1132","MKAZUD0208191230","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1133","MKHHSN0808191330","SCH MJ-CRM","Chrom.","Chord","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1134","MKHISL0808191645","SCH MJ-CRM","Chrom.","Chord","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1135","MKANS2607191200","SCH MJ-CRM","Chrom.","Arpeg","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1136","MKAAKH2707191615","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1137","MKASZD3007190930","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","Kalash","Male","MJ-CRM"
"1138","MKHISQ0708191130","SCH MJ-CRM","Chrom.","Arpeg","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1139","MKHZHR1008191230","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1140","MKHWL1108191030","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","Khow","Male","MJ-CRM"
"1141","MKHMHD0808191100","SCH MJ-CRM","Chrom.","Chord","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1142","MKARMD0408190945","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","Kalash","Male","MJ-CRM"
"1143","MKHNZR1908191345","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1144","MKHISF1408191130","SCH MJ-CRM","Chrom.","Chord","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1145","MKHRFQ1308191515","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","Khow","Male","MJ-CRM"
"1146","UK629335_1","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1147","UK337940_2","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1148","UK395228_2","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1149","UK523822_2","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1150","UK123046_2","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1151","UK499949_1","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1152","UK464301_1","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1153","UK361432_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1154","UK440729_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1155","UK386152_1","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1156","UK468521_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1157","UK490419_1","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1158","UK207435_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1159","UK130640_1","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1160","UK328998_2","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1161","UK822095_1","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1162","UK797077_2","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1163","UK81875_2","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1164","UK647420_2","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1165","UK149852_2","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1166","UK716863_1","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1167","UK338720_2","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1168","UK477753_2","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1169","UK734747_1","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1170","UK632976_1","SCH MJ-CRM","Major","Chord","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1171","UK559939_1","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1172","UK787801_2","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1173","UK249638_2","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1174","UK349080_1","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1175","UK774380_2","SCH MJ-CRM","Chrom.","Arpeg","Setar","MJ-CRM","UK","Female","MJ-CRM"
"1176","UK819618_1","SCH MJ-CRM","Major","Arpeg","Setar","MJ-CRM","UK","Male","MJ-CRM"
"1177","UK40395_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1178","UK192527_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1179","UK668521_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1180","UK581636_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1181","UK812201_2","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1182","UK553917_1","SCH MJ-CRM","Major","Chord","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1183","UK328873_1","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1184","UK869688_1","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Male","MJ-CRM"
"1185","UK31600_2","SCH MJ-CRM","Major","Arpeg","Piano","MJ-CRM","UK","Female","MJ-CRM"
"1186","MKATLM2407191050","SCH MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
"1187","MKAJRD2507191630","SCH MN-AUG","Augm.","Arpeg","Piano","MN-AUG","Kalash","Male","MN-AUG"
